gf,ga,xg,xga,poss,attendance,sh,sot,dist,fk,pk,pkatt,season,result
3,1,3.6,0.9,68.0,62475.0,29.0,13.0,16.4,1.0,0,0,2023,1.0
0,4,1.3,2.4,42.0,35771.0,7.0,1.0,12.2,0.0,0,0,2021,0.0
1,3,1.4,2.7,48.0,42085.0,12.0,6.0,15.3,0.0,0,0,2022,0.0
3,1,2.7,1.3,63.0,53097.0,29.0,7.0,15.6,0.0,0,0,2021,1.0
1,0,0.8,0.8,23.0,39256.0,9.0,4.0,17.8,1.0,0,0,2021,1.0
1,1,2.2,1.4,57.0,51997.0,18.0,7.0,15.8,0.0,0,0,2023,0.5
2,1,0.6,0.8,45.0,16876.0,10.0,4.0,17.7,0.0,0,0,2021,1.0
1,1,0.7,0.5,46.0,28958.0,14.0,4.0,18.8,0.0,0,0,2023,0.5
2,0,1.1,1.5,26.0,19713.0,10.0,3.0,15.1,1.0,0,0,2023,1.0
2,1,1.5,0.6,35.0,31581.0,7.0,1.0,25.1,0.0,1,1,2022,1.0
2,2,1.5,1.5,52.0,28869.0,5.0,1.0,20.3,0.0,1,1,2022,0.5
0,0,1.6,0.3,43.0,26911.0,14.0,4.0,18.2,1.0,0,0,2021,0.5
0,4,0.9,1.6,66.0,17051.0,15.0,4.0,19.6,0.0,0,0,2022,0.0
1,1,0.8,1.4,51.0,11873.0,18.0,5.0,18.4,0.0,0,0,2023,0.5
0,1,2.2,1.0,59.0,72922.0,27.0,4.0,19.7,2.0,0,1,2021,0.0
1,1,1.1,1.3,38.0,11245.0,16.0,2.0,16.1,0.0,0,0,2023,0.5
2,2,1.3,1.2,25.0,40030.0,11.0,2.0,11.2,0.0,0,0,2022,0.5
2,0,2.5,0.6,38.0,30000.0,8.0,2.0,18.7,0.0,1,1,2021,1.0
0,1,0.7,0.8,64.0,62469.0,12.0,2.0,17.3,0.0,0,0,2023,0.0
0,1,0.1,2.5,48.0,31596.0,2.0,1.0,23.2,0.0,0,0,2023,0.0
0,0,0.4,1.0,46.0,31298.0,8.0,1.0,21.2,0.0,0,0,2022,0.5
0,1,1.2,1.2,36.0,53490.0,13.0,6.0,15.7,1.0,0,0,2022,0.0
0,1,0.5,1.4,44.0,51670.0,11.0,2.0,15.7,0.0,0,0,2023,0.0
1,4,1.4,2.7,61.0,21087.0,9.0,3.0,14.9,0.0,0,0,2021,0.0
2,0,2.8,0.4,55.0,59777.0,20.0,7.0,19.6,2.0,0,1,2021,1.0
1,0,1.6,1.1,63.0,17201.0,15.0,4.0,15.2,0.0,0,0,2023,1.0
1,0,2.2,0.4,67.0,24622.0,14.0,6.0,15.8,1.0,1,1,2021,1.0
1,2,0.7,2.1,30.0,61706.0,7.0,5.0,17.6,0.0,0,0,2023,0.0
4,1,3.4,1.1,51.0,32003.0,12.0,6.0,12.8,0.0,0,0,2021,1.0
0,3,0.9,1.7,41.0,60139.0,14.0,2.0,16.4,0.0,0,0,2022,0.0
0,2,0.4,2.2,38.0,61812.0,4.0,0.0,13.5,0.0,0,0,2022,0.0
1,2,1.0,2.1,30.0,52395.0,3.0,1.0,26.2,0.0,1,1,2022,0.0
0,1,1.1,0.6,43.0,30933.0,11.0,3.0,17.3,1.0,0,0,2022,0.0
5,0,2.5,0.3,63.0,24105.0,14.0,6.0,17.3,1.0,0,0,2023,1.0
2,0,1.8,0.5,45.0,40290.0,21.0,6.0,15.7,0.0,0,0,2021,1.0
0,1,2.2,0.3,65.0,31619.0,21.0,7.0,15.6,1.0,0,0,2022,0.0
0,1,0.8,1.9,34.0,10290.0,12.0,2.0,16.3,0.0,0,0,2023,0.0
0,0,2.3,0.7,68.0,62462.0,22.0,8.0,14.4,0.0,0,0,2023,0.5
2,1,1.3,2.0,32.0,31641.0,14.0,6.0,16.7,1.0,0,0,2023,1.0
3,3,1.6,1.8,40.0,41927.0,12.0,4.0,15.7,0.0,0,0,2021,0.5
3,0,1.1,0.7,45.0,62455.0,13.0,4.0,19.8,2.0,0,0,2023,1.0
3,2,3.0,1.3,72.0,52190.0,27.0,11.0,19.3,2.0,0,0,2023,1.0
0,3,0.3,1.9,35.0,21572.0,6.0,1.0,14.9,0.0,0,0,2023,0.0
4,0,3.2,0.1,64.0,24418.0,15.0,8.0,17.6,0.0,1,1,2023,1.0
0,3,0.6,0.7,68.0,30361.0,11.0,1.0,19.5,0.0,0,0,2021,0.0
2,1,1.3,2.6,58.0,17107.0,10.0,4.0,14.8,0.0,0,0,2022,1.0
2,1,2.5,1.5,52.0,36321.0,13.0,7.0,14.4,1.0,0,0,2021,1.0
2,2,1.4,3.9,41.0,53267.0,9.0,5.0,15.7,0.0,0,0,2022,0.5
1,2,1.5,1.2,58.0,31504.0,13.0,6.0,25.4,1.0,1,1,2023,0.0
1,0,0.4,0.7,63.0,31505.0,10.0,3.0,17.5,0.0,0,0,2023,1.0
1,0,2.1,1.0,37.0,53286.0,13.0,2.0,17.5,0.0,0,0,2022,1.0
1,1,0.9,0.7,53.0,40080.0,18.0,6.0,20.2,1.0,0,0,2021,0.5
1,0,0.8,0.4,61.0,39112.0,14.0,3.0,21.7,0.0,0,0,2021,1.0
3,1,1.9,1.0,43.0,16981.0,18.0,6.0,17.8,0.0,0,0,2023,1.0
0,1,0.6,2.3,42.0,39221.0,13.0,1.0,21.0,0.0,0,0,2023,0.0
2,1,0.9,0.5,43.0,59959.0,13.0,7.0,19.3,0.0,0,0,2021,1.0
2,3,1.0,1.0,44.0,21142.0,13.0,7.0,19.0,2.0,0,0,2021,0.0
1,3,1.7,1.2,61.0,61514.0,22.0,7.0,15.4,1.0,0,0,2022,0.0
1,1,1.1,1.3,71.0,62471.0,12.0,4.0,18.0,2.0,0,0,2022,0.5
0,1,1.4,1.4,65.0,11042.0,15.0,2.0,12.2,0.0,0,0,2023,0.0
1,1,1.5,0.3,65.0,31267.0,13.0,4.0,17.9,0.0,1,1,2021,0.5
2,0,0.8,1.3,46.0,30814.0,5.0,1.0,17.7,0.0,0,0,2022,1.0
0,1,0.5,0.9,39.0,73172.0,8.0,2.0,19.2,0.0,0,0,2021,0.0
2,3,1.4,2.1,63.0,17025.0,9.0,5.0,17.4,1.0,0,0,2022,0.0
4,1,2.4,1.0,66.0,10481.0,20.0,5.0,15.3,1.0,0,0,2022,1.0
1,2,2.5,1.8,55.0,39953.0,17.0,5.0,17.9,0.0,0,0,2022,0.0
1,3,0.8,1.0,40.0,24414.0,12.0,5.0,17.1,1.0,0,0,2023,0.0
2,0,2.1,0.7,56.0,10567.0,17.0,6.0,16.6,1.0,0,0,2023,1.0
3,1,3.0,0.6,53.0,58685.0,17.0,4.0,16.6,0.0,0,0,2021,1.0
4,1,2.4,1.4,41.0,31746.0,19.0,7.0,15.9,0.0,0,0,2022,1.0
1,2,1.0,0.9,63.0,38906.0,10.0,3.0,16.1,0.0,0,0,2021,0.0
2,1,1.7,0.6,30.0,75546.0,8.0,3.0,14.8,0.0,0,0,2022,1.0
0,0,0.6,2.8,27.0,25309.0,7.0,1.0,14.7,0.0,0,0,2021,0.5
1,1,1.4,1.9,43.0,10248.0,16.0,3.0,15.4,2.0,0,0,2022,0.5
2,3,1.0,1.6,34.0,29188.0,11.0,4.0,14.5,0.0,0,0,2023,0.0
1,2,0.6,1.8,68.0,52104.0,8.0,2.0,16.4,0.0,0,0,2021,0.0
1,3,0.7,2.5,57.0,21591.0,9.0,2.0,17.7,0.0,0,0,2023,0.0
1,1,0.2,1.0,41.0,24203.0,5.0,1.0,19.2,0.0,0,0,2021,0.5
0,1,1.0,1.2,60.0,16957.0,14.0,5.0,16.6,1.0,0,0,2021,0.0
1,2,0.6,2.9,32.0,60312.0,5.0,2.0,20.3,2.0,0,0,2023,0.0
2,0,1.2,2.1,25.0,38222.0,16.0,6.0,14.9,0.0,0,0,2023,1.0
3,2,1.0,1.2,31.0,59909.0,7.0,3.0,14.5,0.0,0,0,2021,1.0
1,1,0.9,1.8,63.0,39153.0,11.0,3.0,16.5,0.0,0,0,2021,0.5
3,1,2.4,1.0,72.0,39327.0,22.0,8.0,19.5,1.0,1,1,2023,1.0
2,2,0.7,2.0,62.0,11191.0,11.0,3.0,19.2,1.0,0,0,2023,0.5
1,1,1.4,0.9,29.0,29229.0,12.0,5.0,15.5,0.0,0,0,2022,0.5
1,1,2.1,1.5,41.0,62472.0,16.0,4.0,16.7,0.0,1,1,2022,0.5
2,1,1.0,0.6,41.0,26629.0,14.0,3.0,21.5,0.0,0,0,2021,1.0
2,1,2.2,1.0,57.0,53343.0,21.0,5.0,18.4,1.0,0,0,2022,1.0
6,0,3.3,0.8,57.0,31584.0,22.0,8.0,16.5,0.0,0,0,2022,1.0
2,2,2.2,2.2,62.0,52224.0,16.0,4.0,19.4,0.0,1,1,2023,0.5
1,1,1.4,1.3,65.0,40096.0,10.0,4.0,13.2,1.0,0,0,2023,0.5
1,2,1.8,2.9,47.0,73465.0,9.0,2.0,17.6,1.0,0,1,2022,0.0
1,2,0.4,2.4,41.0,60012.0,4.0,3.0,19.2,0.0,0,0,2022,0.0
1,1,0.6,2.6,28.0,31511.0,6.0,3.0,12.9,0.0,0,0,2023,0.5
0,1,1.0,0.9,54.0,24190.0,10.0,5.0,17.3,1.0,0,0,2022,0.0
2,1,1.1,0.7,52.0,11154.0,11.0,4.0,15.7,0.0,0,0,2023,1.0
2,1,2.9,0.5,70.0,61534.0,17.0,2.0,14.5,1.0,0,0,2023,1.0
0,1,0.5,1.5,54.0,73600.0,14.0,2.0,22.9,0.0,0,0,2023,0.0
1,0,1.1,1.3,53.0,38851.0,11.0,2.0,17.8,1.0,0,0,2023,1.0
1,1,1.0,1.0,31.0,36338.0,7.0,2.0,19.1,1.0,0,0,2022,0.5
0,1,0.5,2.4,42.0,52214.0,8.0,1.0,18.2,0.0,0,0,2023,0.0
1,0,0.9,0.4,56.0,61093.0,8.0,3.0,12.7,0.0,0,0,2022,1.0
3,3,1.8,1.6,60.0,41927.0,16.0,7.0,13.9,0.0,0,0,2021,0.5
0,4,1.0,2.6,53.0,31959.0,12.0,3.0,18.1,0.0,0,0,2021,0.0
0,3,0.6,1.8,39.0,59653.0,11.0,6.0,22.1,3.0,0,0,2021,0.0
0,2,1.0,1.9,71.0,30731.0,17.0,5.0,17.2,1.0,0,0,2023,0.0
1,1,0.9,1.4,39.0,39294.0,15.0,6.0,19.3,0.0,0,0,2022,0.5
5,2,2.3,1.7,32.0,17092.0,13.0,7.0,18.8,2.0,1,1,2022,1.0
0,1,0.8,2.2,45.0,39643.0,14.0,4.0,22.0,2.0,0,0,2023,0.0
2,2,1.4,1.8,53.0,60156.0,13.0,5.0,16.0,0.0,0,0,2023,0.5
2,4,2.7,1.6,65.0,31570.0,23.0,8.0,16.1,1.0,0,0,2022,0.0
1,2,2.1,1.0,52.0,24460.0,20.0,10.0,16.6,1.0,0,0,2022,0.0
2,2,1.6,1.8,74.0,53248.0,19.0,9.0,18.2,0.0,0,0,2023,0.5
1,0,3.2,0.2,71.0,52613.0,23.0,8.0,15.7,0.0,1,1,2021,1.0
1,5,1.2,1.5,46.0,52067.0,5.0,2.0,18.2,0.0,1,1,2022,0.0
1,1,0.4,1.3,30.0,26652.0,5.0,1.0,15.7,0.0,0,0,2021,0.5
3,0,3.3,1.5,38.0,38198.0,21.0,6.0,13.3,0.0,0,0,2023,1.0
1,0,1.1,0.4,76.0,17009.0,12.0,3.0,19.8,0.0,0,0,2021,1.0
2,1,0.9,1.6,39.0,11029.0,8.0,3.0,14.2,0.0,0,0,2023,1.0
1,2,1.4,1.7,63.0,28863.0,13.0,6.0,12.8,1.0,0,0,2021,0.0
0,2,0.7,2.2,48.0,31144.0,15.0,0.0,18.3,0.0,0,0,2021,0.0
1,1,1.5,2.7,56.0,17098.0,14.0,2.0,18.6,0.0,0,0,2022,0.5
0,6,0.5,4.2,30.0,31359.0,4.0,1.0,17.0,0.0,0,0,2021,0.0
1,0,0.6,1.6,38.0,40152.0,8.0,4.0,19.7,1.0,0,0,2022,1.0
0,0,1.7,0.1,70.0,31463.0,19.0,7.0,15.7,0.0,0,0,2022,0.5
1,3,0.8,3.1,23.0,20673.0,11.0,4.0,19.6,1.0,0,0,2021,0.0
0,2,1.0,1.2,65.0,64472.0,11.0,3.0,18.1,0.0,0,0,2023,0.0
1,1,1.6,0.1,67.0,31478.0,20.0,7.0,20.0,2.0,0,0,2021,0.5
0,1,1.6,1.3,65.0,17120.0,17.0,2.0,16.8,0.0,0,0,2022,0.0
0,1,1.0,1.0,57.0,28002.0,18.0,6.0,20.7,1.0,0,0,2021,0.0
3,2,1.6,1.5,67.0,29708.0,12.0,5.0,12.0,1.0,0,0,2023,1.0
3,1,3.3,0.2,73.0,53514.0,27.0,8.0,17.7,1.0,0,0,2023,1.0
2,4,1.8,2.2,54.0,36715.0,16.0,6.0,19.3,0.0,0,0,2021,0.0
2,2,1.5,1.5,55.0,26951.0,15.0,6.0,17.3,0.0,0,0,2021,0.5
0,4,1.4,1.5,40.0,11228.0,11.0,1.0,19.8,0.0,0,0,2023,0.0
2,1,1.2,2.5,36.0,16837.0,8.0,4.0,25.6,1.0,1,1,2021,1.0
1,0,1.7,0.9,30.0,39314.0,12.0,4.0,16.4,0.0,0,0,2022,1.0
0,1,0.3,1.0,41.0,53419.0,7.0,1.0,20.3,0.0,0,0,2023,0.0
3,1,1.9,0.4,71.0,55097.0,28.0,12.0,17.9,2.0,0,0,2023,1.0
1,0,1.8,0.8,42.0,31523.0,12.0,2.0,17.2,0.0,0,0,2021,1.0
2,2,1.2,3.3,31.0,11074.0,13.0,9.0,14.3,0.0,0,0,2023,0.5
2,4,0.8,2.3,42.0,53088.0,9.0,3.0,16.5,0.0,0,0,2022,0.0
1,3,1.4,1.8,46.0,39241.0,15.0,7.0,17.1,0.0,0,0,2022,0.0
3,4,1.2,2.1,39.0,50124.0,9.0,5.0,13.3,0.0,0,0,2023,0.0
1,2,0.6,1.0,48.0,30483.0,8.0,2.0,16.5,1.0,0,0,2021,0.0
1,2,1.4,0.7,61.0,22224.0,6.0,2.0,15.3,0.0,1,1,2022,0.0
0,2,0.3,2.5,38.0,59775.0,7.0,3.0,21.4,0.0,0,0,2021,0.0
1,3,1.5,1.5,37.0,61098.0,13.0,6.0,22.9,1.0,0,0,2023,0.0
0,5,0.2,2.5,45.0,59647.0,6.0,0.0,22.5,1.0,0,0,2021,0.0
0,1,0.7,1.7,50.0,61298.0,20.0,3.0,21.9,1.0,0,0,2022,0.0
1,1,0.5,2.1,40.0,23343.0,10.0,5.0,18.2,2.0,0,0,2022,0.5
0,0,1.0,0.4,54.0,31298.0,14.0,5.0,19.4,1.0,0,0,2022,0.5
2,2,1.5,1.5,45.0,26951.0,15.0,7.0,14.9,0.0,0,0,2021,0.5
2,0,2.1,0.9,70.0,52711.0,15.0,6.0,14.4,0.0,0,0,2021,1.0
0,3,1.2,1.1,67.0,20782.0,15.0,3.0,19.1,0.0,0,0,2021,0.0
2,1,1.1,1.0,45.0,10272.0,10.0,4.0,15.0,1.0,0,0,2022,1.0
0,0,0.4,1.2,25.0,59255.0,10.0,1.0,21.2,0.0,0,0,2021,0.5
1,0,0.3,1.4,55.0,16940.0,5.0,1.0,24.7,2.0,0,0,2021,1.0
2,0,1.5,1.0,55.0,61286.0,15.0,5.0,17.2,0.0,0,0,2023,1.0
3,1,2.3,1.8,54.0,60223.0,13.0,6.0,19.3,1.0,1,1,2021,1.0
3,3,1.4,1.5,46.0,53320.0,6.0,6.0,10.0,0.0,0,0,2022,0.5
1,2,0.5,1.6,37.0,16861.0,6.0,2.0,14.9,1.0,0,0,2021,0.0
1,1,1.7,0.7,63.0,31311.0,21.0,6.0,18.1,1.0,0,0,2022,0.5
1,1,1.2,1.4,52.0,52223.0,12.0,1.0,14.6,0.0,0,0,2021,0.5
2,0,1.3,1.2,42.0,56452.0,11.0,7.0,15.9,0.0,0,0,2021,1.0
1,3,0.4,3.5,57.0,60374.0,10.0,1.0,19.7,0.0,0,0,2023,0.0
0,1,1.7,0.4,49.0,32236.0,19.0,4.0,13.3,0.0,0,0,2021,0.0
1,4,0.2,2.8,45.0,60298.0,3.0,2.0,14.5,0.0,0,0,2023,0.0
1,1,2.7,1.6,53.0,59947.0,18.0,5.0,19.0,1.0,1,1,2023,0.5
2,2,1.8,1.2,57.0,30815.0,13.0,5.0,12.0,0.0,0,0,2022,0.5
2,1,1.4,1.4,48.0,32183.0,13.0,4.0,17.5,0.0,0,0,2022,1.0
2,2,3.0,1.1,44.0,45421.0,10.0,5.0,10.4,0.0,0,0,2021,0.5
1,2,0.5,1.4,34.0,17034.0,4.0,3.0,13.3,0.0,0,0,2023,0.0
2,1,0.7,0.8,44.0,29529.0,8.0,2.0,18.3,0.0,0,0,2023,1.0
3,2,1.0,1.0,56.0,21142.0,16.0,4.0,17.3,0.0,0,0,2021,1.0
1,2,1.2,1.6,48.0,61445.0,5.0,2.0,17.8,0.0,1,1,2023,0.0
0,3,0.4,2.5,36.0,25176.0,4.0,0.0,13.0,0.0,0,0,2022,0.0
1,0,1.6,0.5,60.0,59833.0,13.0,5.0,21.1,1.0,0,1,2021,1.0
0,0,0.4,1.0,36.0,52698.0,10.0,2.0,19.8,0.0,0,0,2021,0.5
0,2,0.9,2.7,35.0,52591.0,9.0,3.0,15.3,0.0,0,0,2021,0.0
3,0,1.9,0.9,31.0,11188.0,15.0,6.0,14.4,1.0,0,0,2023,1.0
0,2,0.3,1.5,41.0,25034.0,5.0,0.0,19.4,1.0,0,0,2022,0.0
1,1,1.0,1.4,49.0,41136.0,13.0,4.0,18.7,0.0,0,0,2021,0.5
1,1,1.9,0.7,72.0,52238.0,19.0,6.0,20.0,1.0,1,1,2022,0.5
1,4,1.6,3.6,43.0,20073.0,14.0,5.0,15.2,0.0,0,0,2021,0.0
1,1,1.3,1.2,32.0,31543.0,8.0,2.0,12.7,0.0,0,0,2023,0.5
1,4,0.6,2.3,48.0,59901.0,5.0,1.0,14.3,0.0,0,0,2021,0.0
4,1,3.4,1.0,53.0,21781.0,22.0,10.0,17.6,1.0,0,1,2023,1.0
1,0,1.0,1.8,35.0,58262.0,13.0,2.0,20.3,0.0,0,0,2021,1.0
1,1,2.1,1.5,59.0,36666.0,15.0,3.0,13.4,1.0,0,0,2022,0.5
0,1,0.5,0.9,63.0,51938.0,10.0,2.0,15.4,0.0,0,0,2021,0.0
3,6,2.7,3.6,28.0,53226.0,14.0,8.0,16.9,1.0,0,0,2021,0.0
2,2,1.9,1.0,46.0,29604.0,18.0,9.0,17.0,0.0,0,0,2023,0.5
3,2,2.0,1.2,52.0,31842.0,15.0,5.0,13.8,1.0,0,0,2021,1.0
1,3,2.2,1.9,43.0,25002.0,8.0,5.0,12.2,0.0,0,0,2021,0.0
2,0,3.2,0.9,42.0,62459.0,18.0,10.0,15.1,0.0,0,0,2023,1.0
1,1,2.0,0.2,63.0,30675.0,18.0,3.0,18.2,0.0,0,1,2021,0.5
2,0,1.7,0.7,50.0,73012.0,19.0,7.0,19.7,2.0,0,0,2021,1.0
2,0,0.9,1.6,48.0,60350.0,11.0,2.0,18.8,1.0,0,0,2023,1.0
3,1,3.1,0.8,77.0,20673.0,26.0,12.0,14.4,0.0,0,0,2021,1.0
1,2,2.5,1.2,64.0,16837.0,19.0,7.0,10.8,0.0,0,0,2021,0.0
1,2,1.6,2.3,43.0,41883.0,15.0,4.0,14.8,0.0,0,0,2022,0.0
0,3,1.1,0.7,49.0,20957.0,8.0,1.0,26.0,1.0,0,0,2021,0.0
1,3,0.2,3.1,32.0,17075.0,7.0,1.0,23.8,0.0,0,0,2023,0.0
2,1,1.5,1.0,46.0,16814.0,10.0,6.0,21.9,0.0,0,0,2021,1.0
2,4,1.2,3.3,56.0,60075.0,11.0,6.0,21.6,1.0,0,0,2023,0.0
2,1,1.1,1.0,54.0,25042.0,13.0,5.0,17.7,2.0,0,0,2022,1.0
1,2,1.2,0.8,22.0,59984.0,6.0,2.0,17.3,0.0,0,0,2023,0.0
1,0,1.5,0.4,42.0,52164.0,11.0,3.0,19.7,1.0,1,1,2021,1.0
4,1,1.9,0.7,62.0,21654.0,8.0,4.0,18.1,0.0,1,1,2023,1.0
2,0,2.7,1.6,51.0,73601.0,13.0,6.0,17.6,1.0,2,2,2023,1.0
3,0,1.1,0.4,59.0,31578.0,16.0,7.0,19.4,0.0,0,0,2022,1.0
0,0,1.0,1.1,72.0,41505.0,11.0,3.0,14.2,0.0,0,0,2023,0.5
4,1,1.9,1.1,58.0,41734.0,14.0,6.0,19.6,0.0,1,1,2023,1.0
1,4,0.5,2.4,46.0,52227.0,7.0,4.0,18.4,2.0,0,0,2023,0.0
5,0,2.8,0.5,51.0,60095.0,14.0,8.0,13.7,1.0,0,0,2022,1.0
2,2,3.4,3.1,54.0,32173.0,14.0,4.0,18.9,0.0,0,1,2022,0.5
1,1,2.1,0.8,53.0,73084.0,12.0,7.0,11.7,0.0,0,0,2021,0.5
2,1,3.1,1.0,56.0,59888.0,26.0,5.0,15.6,1.0,0,0,2021,1.0
0,3,0.5,2.7,43.0,62027.0,9.0,5.0,24.0,0.0,0,0,2021,0.0
1,2,1.0,0.9,51.0,20388.0,14.0,6.0,21.4,2.0,0,0,2021,0.0
0,1,1.2,1.1,68.0,29045.0,7.0,0.0,16.9,0.0,0,1,2022,0.0
2,0,2.2,0.7,52.0,31144.0,17.0,7.0,19.0,1.0,0,0,2021,1.0
0,1,0.4,1.4,48.0,30667.0,8.0,3.0,20.2,0.0,0,0,2021,0.0
1,1,2.1,0.5,60.0,23343.0,15.0,4.0,19.5,1.0,0,0,2022,0.5
4,0,2.0,0.1,71.0,52686.0,14.0,5.0,15.5,0.0,0,0,2021,1.0
0,2,0.9,0.3,59.0,39239.0,8.0,3.0,13.7,0.0,0,0,2023,0.0
1,0,1.0,0.3,59.0,53419.0,14.0,4.0,17.9,0.0,0,0,2023,1.0
0,1,0.9,0.8,49.0,30439.0,12.0,3.0,21.9,2.0,0,0,2023,0.0
1,0,1.0,0.8,57.0,57672.0,15.0,8.0,18.8,3.0,0,0,2021,1.0
1,2,1.4,1.4,52.0,32183.0,16.0,3.0,16.7,0.0,0,0,2022,0.0
3,1,2.3,0.8,41.0,18821.0,15.0,5.0,16.6,1.0,0,0,2021,1.0
0,1,1.8,1.0,65.0,58262.0,18.0,4.0,17.3,1.0,0,0,2021,0.0
0,0,2.8,0.4,63.0,31245.0,30.0,4.0,18.7,1.0,0,1,2021,0.5
5,3,1.6,2.8,57.0,24442.0,17.0,7.0,17.5,1.0,0,0,2022,1.0
0,1,0.8,1.0,43.0,57672.0,9.0,2.0,16.3,1.0,0,0,2021,0.0
3,0,1.3,0.4,67.0,36549.0,17.0,3.0,16.9,0.0,0,0,2021,1.0
1,2,1.1,0.2,50.0,16982.0,11.0,1.0,13.6,1.0,0,0,2021,0.0
3,2,0.6,2.4,49.0,31041.0,12.0,4.0,17.9,1.0,0,0,2023,1.0
2,4,2.0,1.1,41.0,12027.0,14.0,5.0,19.3,2.0,1,1,2023,0.0
1,0,0.6,0.5,42.0,41796.0,7.0,2.0,24.8,1.0,0,0,2022,1.0
1,1,1.1,0.9,55.0,62414.0,9.0,3.0,15.7,1.0,0,0,2023,0.5
1,2,1.4,1.0,39.0,10802.0,16.0,1.0,11.9,0.0,0,0,2023,0.0
1,2,0.5,1.0,36.0,32087.0,9.0,4.0,16.7,1.0,0,0,2022,0.0
2,2,2.0,2.3,36.0,36955.0,8.0,3.0,14.9,0.0,0,1,2022,0.5
0,3,0.1,2.4,44.0,24042.0,2.0,0.0,12.0,0.0,0,0,2023,0.0
1,0,1.1,0.7,24.0,24491.0,9.0,5.0,14.1,0.0,0,0,2022,1.0
2,0,2.5,0.3,62.0,59775.0,13.0,5.0,15.1,0.0,0,0,2021,1.0
4,0,3.5,0.3,65.0,31523.0,19.0,8.0,16.3,0.0,1,1,2022,1.0
3,0,2.4,0.8,36.0,10382.0,16.0,8.0,13.6,0.0,0,0,2022,1.0
1,4,0.9,2.4,40.0,39248.0,13.0,5.0,22.3,1.0,0,0,2022,0.0
1,2,0.3,0.9,62.0,30850.0,6.0,1.0,17.8,1.0,0,0,2022,0.0
1,3,1.1,1.9,40.0,53331.0,9.0,5.0,11.9,0.0,0,0,2022,0.0
2,0,1.0,0.7,34.0,31475.0,9.0,4.0,17.5,1.0,0,0,2021,1.0
0,2,0.7,0.7,68.0,53014.0,14.0,3.0,17.7,0.0,0,0,2021,0.0
5,1,3.1,0.5,60.0,57553.0,19.0,6.0,16.0,1.0,0,0,2021,1.0
2,2,0.8,1.7,57.0,29353.0,10.0,4.0,18.4,0.0,0,0,2022,0.5
0,1,0.3,0.8,36.0,59581.0,6.0,1.0,22.6,0.0,0,0,2021,0.0
1,5,1.4,2.5,41.0,20257.0,13.0,5.0,12.4,0.0,0,0,2021,0.0
0,3,1.0,1.5,58.0,60356.0,9.0,0.0,16.6,1.0,0,0,2021,0.0
0,1,1.2,0.5,54.0,31585.0,21.0,6.0,20.6,2.0,0,0,2022,0.0
1,0,1.2,1.2,64.0,53490.0,15.0,2.0,18.8,0.0,0,0,2022,1.0
2,0,3.1,0.3,65.0,58729.0,22.0,5.0,16.0,0.0,0,0,2021,1.0
1,2,1.5,1.1,66.0,32001.0,16.0,8.0,19.8,0.0,0,0,2021,0.0
1,1,0.9,2.7,35.0,40041.0,3.0,2.0,20.7,0.0,0,0,2021,0.5
2,1,0.9,1.1,67.0,39923.0,8.0,3.0,17.2,0.0,0,0,2022,1.0
3,4,2.0,2.2,33.0,53275.0,10.0,6.0,20.1,0.0,0,0,2022,0.0
0,2,0.1,2.2,23.0,50201.0,6.0,1.0,35.2,0.0,0,0,2023,0.0
0,0,0.4,1.1,42.0,31266.0,8.0,2.0,21.1,1.0,0,0,2021,0.5
4,1,2.3,0.7,57.0,41874.0,21.0,8.0,16.5,3.0,0,0,2021,1.0
1,1,0.8,0.6,53.0,59949.0,14.0,3.0,16.0,0.0,0,0,2021,0.5
4,2,7.0,0.6,61.0,57471.0,32.0,12.0,16.2,0.0,1,2,2023,1.0
1,0,1.0,0.1,51.0,41046.0,14.0,3.0,16.4,0.0,0,0,2022,1.0
0,6,1.5,3.1,42.0,39392.0,10.0,2.0,13.7,0.0,0,0,2023,0.0
1,0,1.2,0.7,64.0,73309.0,18.0,3.0,19.9,1.0,0,0,2022,1.0
2,1,0.9,0.3,38.0,30850.0,9.0,3.0,15.0,0.0,0,0,2022,1.0
3,1,2.5,0.8,43.0,30057.0,8.0,4.0,15.4,0.0,1,1,2021,1.0
3,2,2.0,0.5,69.0,10430.0,23.0,7.0,15.1,1.0,0,0,2022,1.0
2,0,3.1,0.4,78.0,39599.0,15.0,6.0,17.2,1.0,0,0,2023,1.0
3,2,1.3,1.9,53.0,29404.0,9.0,4.0,19.9,1.0,1,1,2023,1.0
2,0,3.2,0.3,48.0,73570.0,27.0,9.0,19.3,2.0,0,0,2022,1.0
1,1,1.2,1.3,65.0,24171.0,18.0,6.0,17.6,0.0,0,0,2023,0.5
0,2,0.1,1.8,24.0,21249.0,3.0,1.0,18.3,0.0,0,0,2021,0.0
1,0,1.7,0.7,50.0,61298.0,11.0,4.0,11.7,0.0,0,0,2022,1.0
0,1,1.4,1.1,49.0,31196.0,17.0,4.0,13.8,0.0,0,0,2022,0.0
1,3,0.5,1.6,52.0,53223.0,8.0,2.0,19.8,0.0,0,0,2022,0.0
4,0,2.9,1.0,64.0,53040.0,20.0,6.0,15.5,0.0,0,0,2021,1.0
0,3,0.7,2.6,49.0,31243.0,11.0,1.0,18.7,1.0,0,0,2021,0.0
3,1,1.9,1.0,55.0,36083.0,22.0,7.0,18.9,0.0,0,0,2021,1.0
